168,191,1079,168,191,1079,1,1,1
168,191,1080,168,191,1080,1,1,1
168,264,1081,168,264,1081,1,1,1
168,264,1082,168,264,1082,1,1,1
191,587,1077,191,587,1077,1,1,1
191,587,1078,191,587,1078,1,1,1
191,283,1089,191,283,1089,1,1,1
264,199,1094,264,199,1094,1,1,1
264,199,1095,264,199,1095,1,1,1
264,207,1096,264,207,1096,1,1,1
264,207,1097,264,207,1097,1,1,1
264,207,1098,264,207,1098,1,1,1
587,363,1075,587,363,1075,1,1,1
587,363,1076,587,363,1076,1,1,1
283,284,1088,283,284,1088,1,1,1
199,336,1023,199,336,1023,1,1,1
199,336,1024,199,336,1024,1,1,1
199,538,1092,199,538,1092,1,1,1
199,538,1093,199,538,1093,1,1,1
207,267,1043,207,267,1043,1,1,1
207,274,1099,207,274,1099,1,1,1
207,274,1100,207,274,1100,1,1,1
363,611,1071,363,611,1071,1,1,1
363,611,1072,363,611,1072,1,1,1
363,611,1073,363,611,1073,1,1,1
363,611,1074,363,611,1074,1,1,1
363,360,1083,363,360,1083,1,1,1
363,360,1084,363,360,1084,1,1,1
284,403,1087,284,403,1087,1,1,1
336,462,1019,336,462,1019,1,1,1
336,462,1020,336,462,1020,1,1,1
336,186,1021,336,186,1021,1,1,1
336,186,1022,336,186,1022,1,1,1
538,611,1090,538,611,1090,1,1,1
538,611,1091,538,611,1091,1,1,1
538,186,1025,538,186,1025,1,1,1
538,186,1026,538,186,1026,1,1,1
267,227,1044,267,227,1044,1,1,1
274,472,1101,274,472,1101,1,1,1
274,472,1102,274,472,1102,1,1,1
611,618,722,611,618,722,1,1,1
611,663,1057,611,663,1057,1,1,1
611,663,1058,611,663,1058,1,1,1
611,263,1069,611,263,1069,1,1,1
611,263,1070,611,263,1070,1,1,1
611,240,891,611,240,891,1,1,1
611,240,892,611,240,892,1,1,1
360,403,1085,360,403,1085,1,1,1
360,403,1086,360,403,1086,1,1,1
462,623,1017,462,623,1017,1,1,1
462,623,1018,462,623,1018,1,1,1
186,203,1027,186,203,1027,1,1,1
186,203,1028,186,203,1028,1,1,1
227,383,1045,227,383,1045,1,1,1
472,552,1103,472,552,1103,1,1,1
472,552,1104,472,552,1104,1,1,1
472,552,1105,472,552,1105,1,1,1
618,560,720,618,560,720,1,1,1
618,560,721,618,560,721,1,1,1
663,658,1055,663,658,1055,1,1,1
663,658,1056,663,658,1056,1,1,1
263,592,1067,263,592,1067,1,1,1
263,592,1068,263,592,1068,1,1,1
263,563,712,263,563,712,1,1,1
240,468,889,240,468,889,1,1,1
240,468,890,240,468,890,1,1,1
240,468,888,240,468,888,1,1,1
623,606,992,623,606,992,1,1,1
623,606,993,623,606,993,1,1,1
623,629,994,623,629,994,1,1,1
203,439,1029,203,439,1029,1,1,1
203,439,1030,203,439,1030,1,1,1
383,294,1046,383,294,1046,1,1,1
552,545,867,552,545,867,1,1,1
552,498,1106,552,498,1106,1,1,1
552,498,1107,552,498,1107,1,1,1
552,498,1108,552,498,1108,1,1,1
552,498,1109,552,498,1109,1,1,1
560,387,718,560,387,718,1,1,1
560,387,719,560,387,719,1,1,1
658,633,1049,658,633,1049,1,1,1
658,633,1050,658,633,1050,1,1,1
658,627,1053,658,627,1053,1,1,1
658,627,1054,658,627,1054,1,1,1
592,599,697,592,599,697,1,1,1
592,599,698,592,599,698,1,1,1
592,563,705,592,563,705,1,1,1
592,563,706,592,563,706,1,1,1
592,605,1065,592,605,1065,1,1,1
592,605,1066,592,605,1066,1,1,1
592,605,699,592,605,699,1,1,1
592,605,700,592,605,700,1,1,1
563,431,689,563,431,689,1,1,1
563,431,690,563,431,690,1,1,1
563,219,693,563,219,693,1,1,1
563,219,694,563,219,694,1,1,1
563,599,695,563,599,695,1,1,1
563,599,696,563,599,696,1,1,1
563,654,707,563,654,707,1,1,1
563,493,944,563,493,944,1,1,1
468,409,886,468,409,886,1,1,1
468,409,887,468,409,887,1,1,1
606,605,1063,606,605,1063,1,1,1
606,605,1064,606,605,1064,1,1,1
629,601,995,629,601,995,1,1,1
629,601,996,629,601,996,1,1,1
439,328,1031,439,328,1031,1,1,1
439,328,1032,439,328,1032,1,1,1
294,554,1047,294,554,1047,1,1,1
545,553,866,545,553,866,1,1,1
498,520,1110,498,520,1110,1,1,1
498,520,1111,498,520,1111,1,1,1
498,529,1130,498,529,1130,1,1,1
498,370,1145,498,370,1145,1,1,1
498,370,1146,498,370,1146,1,1,1
387,176,717,387,176,717,1,1,1
633,657,710,633,657,710,1,1,1
633,657,711,633,657,711,1,1,1
633,656,701,633,656,701,1,1,1
633,656,702,633,656,702,1,1,1
633,628,899,633,628,899,1,1,1
633,628,900,633,628,900,1,1,1
633,570,903,633,570,903,1,1,1
633,570,904,633,570,904,1,1,1
633,627,1051,633,627,1051,1,1,1
633,627,1052,633,627,1052,1,1,1
633,655,1059,633,655,1059,1,1,1
633,655,1060,633,655,1060,1,1,1
605,656,703,605,656,703,1,1,1
605,656,704,605,656,704,1,1,1
605,655,1061,605,655,1061,1,1,1
605,655,1062,605,655,1062,1,1,1
431,244,683,431,244,683,1,1,1
431,244,684,431,244,684,1,1,1
431,244,687,431,244,687,1,1,1
431,244,688,431,244,688,1,1,1
431,219,691,431,219,691,1,1,1
431,219,692,431,219,692,1,1,1
654,657,708,654,657,708,1,1,1
654,657,709,654,657,709,1,1,1
409,356,884,409,356,884,1,1,1
409,356,885,409,356,885,1,1,1
601,277,997,601,277,997,1,1,1
601,277,998,601,277,998,1,1,1
328,494,1033,328,494,1033,1,1,1
328,494,1034,328,494,1034,1,1,1
554,143,1036,554,143,1036,1,1,1
554,143,1037,554,143,1037,1,1,1
554,173,1038,554,173,1038,1,1,1
554,260,1048,554,260,1048,1,1,1
553,379,865,553,379,865,1,1,1
520,386,1112,520,386,1112,1,1,1
520,386,1113,520,386,1113,1,1,1
520,542,1114,520,542,1114,1,1,1
529,309,1131,529,309,1131,1,1,1
370,551,1142,370,551,1142,1,1,1
370,514,1147,370,514,1147,1,1,1
370,514,1148,370,514,1148,1,1,1
176,354,716,176,354,716,1,1,1
628,570,901,628,570,901,1,1,1
628,570,902,628,570,902,1,1,1
570,659,905,570,659,905,1,1,1
570,659,906,570,659,906,1,1,1
570,659,907,570,659,907,1,1,1
570,604,918,570,604,918,1,1,1
570,604,919,570,604,919,1,1,1
244,192,681,244,192,681,1,1,1
244,192,682,244,192,682,1,1,1
244,192,685,244,192,685,1,1,1
244,192,686,244,192,686,1,1,1
356,331,882,356,331,882,1,1,1
356,331,883,356,331,883,1,1,1
356,344,898,356,344,898,1,1,1
277,300,999,277,300,999,1,1,1
277,300,1000,277,300,1000,1,1,1
494,143,1035,494,143,1035,1,1,1
173,404,1039,173,404,1039,1,1,1
379,220,864,379,220,864,1,1,1
542,456,1115,542,456,1115,1,1,1
309,253,1132,309,253,1132,1,1,1
551,392,1143,551,392,1143,1,1,1
354,351,715,354,351,715,1,1,1
659,584,908,659,584,908,1,1,1
659,584,909,659,584,909,1,1,1
604,343,920,604,343,920,1,1,1
604,343,921,604,343,921,1,1,1
192,285,677,192,285,677,1,1,1
192,285,678,192,285,678,1,1,1
192,285,679,192,285,679,1,1,1
192,285,680,192,285,680,1,1,1
331,179,880,331,179,880,1,1,1
331,179,881,331,179,881,1,1,1
344,188,897,344,188,897,1,1,1
300,221,1001,300,221,1001,1,1,1
300,221,1002,300,221,1002,1,1,1
404,408,1129,404,408,1129,1,1,1
404,271,1040,404,271,1040,1,1,1
220,179,863,220,179,863,1,1,1
456,297,1116,456,297,1116,1,1,1
253,259,1133,253,259,1133,1,1,1
253,259,1134,253,259,1134,1,1,1
392,444,1144,392,444,1144,1,1,1
351,548,714,351,548,714,1,1,1
584,666,910,584,666,910,1,1,1
584,666,911,584,666,911,1,1,1
343,484,922,343,484,922,1,1,1
343,484,923,343,484,923,1,1,1
285,308,671,285,308,671,1,1,1
285,308,672,285,308,672,1,1,1
285,340,676,285,340,676,1,1,1
285,340,675,285,340,675,1,1,1
179,238,878,179,238,878,1,1,1
179,238,879,179,238,879,1,1,1
188,466,896,188,466,896,1,1,1
221,526,1003,221,526,1003,1,1,1
221,526,1004,221,526,1004,1,1,1
408,469,1128,408,469,1128,1,1,1
271,416,1041,271,416,1041,1,1,1
271,416,1042,271,416,1042,1,1,1
297,401,1117,297,401,1117,1,1,1
259,149,1135,259,149,1135,1,1,1
548,515,713,548,515,713,1,1,1
666,280,912,666,280,912,1,1,1
666,280,913,666,280,913,1,1,1
484,413,916,484,413,916,1,1,1
484,413,917,484,413,917,1,1,1
484,475,924,484,475,924,1,1,1
484,475,925,484,475,925,1,1,1
340,515,674,340,515,674,1,1,1
340,515,673,340,515,673,1,1,1
238,215,876,238,215,876,1,1,1
238,215,877,238,215,877,1,1,1
466,437,895,466,437,895,1,1,1
526,250,1005,526,250,1005,1,1,1
526,250,1006,526,250,1006,1,1,1
469,530,1127,469,530,1127,1,1,1
416,298,1016,416,298,1016,1,1,1
416,266,1149,416,266,1149,1,1,1
401,400,1118,401,400,1118,1,1,1
149,316,1136,149,316,1136,1,1,1
280,413,914,280,413,914,1,1,1
280,413,915,280,413,915,1,1,1
475,367,723,475,367,723,1,1,1
475,367,724,475,367,724,1,1,1
475,364,926,475,364,926,1,1,1
475,364,927,475,364,927,1,1,1
215,265,875,215,265,875,1,1,1
437,349,894,437,349,894,1,1,1
250,322,1007,250,322,1007,1,1,1
530,239,1126,530,239,1126,1,1,1
298,224,1015,298,224,1015,1,1,1
266,371,1150,266,371,1150,1,1,1
400,474,1119,400,474,1119,1,1,1
316,327,1137,316,327,1137,1,1,1
316,327,1138,316,327,1138,1,1,1
367,258,725,367,258,725,1,1,1
367,258,726,367,258,726,1,1,1
364,254,928,364,254,928,1,1,1
364,254,929,364,254,929,1,1,1
265,424,874,265,424,874,1,1,1
349,346,893,349,346,893,1,1,1
322,488,1008,322,488,1008,1,1,1
322,488,1009,322,488,1009,1,1,1
239,230,1125,239,230,1125,1,1,1
224,485,1014,224,485,1014,1,1,1
371,233,942,371,233,942,1,1,1
371,233,943,371,233,943,1,1,1
371,146,945,371,146,945,1,1,1
371,146,946,371,146,946,1,1,1
371,236,1151,371,236,1151,1,1,1
474,525,1120,474,525,1120,1,1,1
327,187,1139,327,187,1139,1,1,1
258,426,727,258,426,727,1,1,1
254,153,930,254,153,930,1,1,1
254,153,931,254,153,931,1,1,1
424,310,873,424,310,873,1,1,1
488,314,1010,488,314,1010,1,1,1
230,465,1124,230,465,1124,1,1,1
485,458,1013,485,458,1013,1,1,1
485,458,1012,485,458,1012,1,1,1
233,157,940,233,157,940,1,1,1
233,157,941,233,157,941,1,1,1
146,304,947,146,304,947,1,1,1
146,304,948,146,304,948,1,1,1
525,443,1121,525,443,1121,1,1,1
187,457,1140,187,457,1140,1,1,1
426,4,1166,426,4,1166,1,1,1
153,508,932,153,508,932,1,1,1
153,508,933,153,508,933,1,1,1
310,270,872,310,270,872,1,1,1
314,458,1011,314,458,1011,1,1,1
465,166,1123,465,166,1123,1,1,1
157,249,938,157,249,938,1,1,1
157,249,939,157,249,939,1,1,1
304,452,949,304,452,949,1,1,1
304,452,950,304,452,950,1,1,1
443,166,1122,443,166,1122,1,1,1
457,337,1141,457,337,1141,1,1,1
4,2,1165,4,2,1165,1,1,1
508,397,934,508,397,934,1,1,1
508,397,935,508,397,935,1,1,1
270,150,871,270,150,871,1,1,1
249,397,936,249,397,936,1,1,1
249,397,937,249,397,937,1,1,1
452,427,951,452,427,951,1,1,1
452,427,952,452,427,952,1,1,1
337,445,868,337,445,868,1,1,1
337,445,869,337,445,869,1,1,1
337,150,870,337,150,870,1,1,1
2,6,1164,2,6,1164,1,1,1
427,393,953,427,393,953,1,1,1
427,393,954,427,393,954,1,1,1
6,3,1163,6,3,1163,1,1,1
393,162,955,393,162,955,1,1,1
393,162,956,393,162,956,1,1,1
3,1,1162,3,1,1162,1,1,1
162,571,957,162,571,957,1,1,1
162,571,958,162,571,958,1,1,1
1,5,1161,1,5,1161,1,1,1
571,537,959,571,537,959,1,1,1
571,537,960,571,537,960,1,1,1
5,9,1160,5,9,1160,1,1,1
537,321,961,537,321,961,1,1,1
537,321,962,537,321,962,1,1,1
9,10,1159,9,10,1159,1,1,1
321,471,963,321,471,963,1,1,1
10,7,1158,10,7,1158,1,1,1
471,320,964,471,320,964,1,1,1
471,320,965,471,320,965,1,1,1
7,11,1157,7,11,1157,1,1,1
7,11,1156,7,11,1156,1,1,1
320,492,966,320,492,966,1,1,1
320,492,967,320,492,967,1,1,1
11,8,1155,11,8,1155,1,1,1
492,326,968,492,326,968,1,1,1
492,326,969,492,326,969,1,1,1
8,12,1154,8,12,1154,1,1,1
8,12,1153,8,12,1153,1,1,1
326,513,970,326,513,970,1,1,1
326,513,971,326,513,971,1,1,1
12,13,1152,12,13,1152,1,1,1
513,231,972,513,231,972,1,1,1
513,231,973,513,231,973,1,1,1
231,318,974,231,318,974,1,1,1
231,318,975,231,318,975,1,1,1
318,425,976,318,425,976,1,1,1
318,425,977,318,425,977,1,1,1
425,167,978,425,167,978,1,1,1
425,167,979,425,167,979,1,1,1
167,319,980,167,319,980,1,1,1
167,319,981,167,319,981,1,1,1
319,402,982,319,402,982,1,1,1
319,402,983,319,402,983,1,1,1
402,76,984,402,76,984,1,1,1
402,76,985,402,76,985,1,1,1
76,77,734,76,77,734,1,1,1
76,80,735,76,80,735,1,1,1
76,600,986,76,600,986,1,1,1
76,600,987,76,600,987,1,1,1
77,65,733,77,65,733,1,1,1
80,109,736,80,109,736,1,1,1
600,473,988,600,473,988,1,1,1
600,473,989,600,473,989,1,1,1
65,141,732,65,141,732,1,1,1
109,61,737,109,61,737,1,1,1
473,40,990,473,40,990,1,1,1
473,40,991,473,40,991,1,1,1
141,129,731,141,129,731,1,1,1
61,107,738,61,107,738,1,1,1
40,63,728,40,63,728,1,1,1
40,232,758,40,232,758,1,1,1
40,232,759,40,232,759,1,1,1
40,41,830,40,41,830,1,1,1
129,126,730,129,126,730,1,1,1
107,60,739,107,60,739,1,1,1
63,126,729,63,126,729,1,1,1
232,56,760,232,56,760,1,1,1
232,56,761,232,56,761,1,1,1
41,53,831,41,53,831,1,1,1
60,67,740,60,67,740,1,1,1
56,52,762,56,52,762,1,1,1
56,52,763,56,52,763,1,1,1
53,103,832,53,103,832,1,1,1
67,57,741,67,57,741,1,1,1
52,55,764,52,55,764,1,1,1
52,55,765,52,55,765,1,1,1
103,128,833,103,128,833,1,1,1
57,71,742,57,71,742,1,1,1
55,95,766,55,95,766,1,1,1
55,95,767,55,95,767,1,1,1
128,78,834,128,78,834,1,1,1
71,100,743,71,100,743,1,1,1
95,125,768,95,125,768,1,1,1
95,28,792,95,28,792,1,1,1
78,116,835,78,116,835,1,1,1
100,110,744,100,110,744,1,1,1
125,135,769,125,135,769,1,1,1
28,96,793,28,96,793,1,1,1
116,85,836,116,85,836,1,1,1
110,69,745,110,69,745,1,1,1
135,130,770,135,130,770,1,1,1
96,98,794,96,98,794,1,1,1
85,74,837,85,74,837,1,1,1
69,68,746,69,68,746,1,1,1
130,34,771,130,34,771,1,1,1
98,97,795,98,97,795,1,1,1
74,75,838,74,75,838,1,1,1
68,37,747,68,37,747,1,1,1
68,70,780,68,70,780,1,1,1
34,66,772,34,66,772,1,1,1
97,36,796,97,36,796,1,1,1
75,64,839,75,64,839,1,1,1
37,48,748,37,48,748,1,1,1
70,131,781,70,131,781,1,1,1
70,131,782,70,131,782,1,1,1
66,99,773,66,99,773,1,1,1
36,122,797,36,122,797,1,1,1
64,19,840,64,19,840,1,1,1
48,51,749,48,51,749,1,1,1
131,132,783,131,132,783,1,1,1
99,138,774,99,138,774,1,1,1
122,111,798,122,111,798,1,1,1
51,44,750,51,44,750,1,1,1
132,133,784,132,133,784,1,1,1
132,133,785,132,133,785,1,1,1
138,121,775,138,121,775,1,1,1
111,113,799,111,113,799,1,1,1
44,50,751,44,50,751,1,1,1
133,134,786,133,134,786,1,1,1
121,127,776,121,127,776,1,1,1
113,123,800,113,123,800,1,1,1
50,47,752,50,47,752,1,1,1
134,104,787,134,104,787,1,1,1
134,104,788,134,104,788,1,1,1
127,94,777,127,94,777,1,1,1
123,118,801,123,118,801,1,1,1
47,45,753,47,45,753,1,1,1
104,101,789,104,101,789,1,1,1
104,101,790,104,101,790,1,1,1
104,105,791,104,105,791,1,1,1
94,117,778,94,117,778,1,1,1
118,18,802,118,18,802,1,1,1
45,46,754,45,46,754,1,1,1
101,105,824,101,105,824,1,1,1
101,73,825,101,73,825,1,1,1
105,120,823,105,120,823,1,1,1
117,54,779,117,54,779,1,1,1
18,58,803,18,58,803,1,1,1
46,49,755,46,49,755,1,1,1
73,62,826,73,62,826,1,1,1
120,140,822,120,140,822,1,1,1
58,139,757,58,139,757,1,1,1
58,115,804,58,115,804,1,1,1
49,139,756,49,139,756,1,1,1
62,16,827,62,16,827,1,1,1
140,33,821,140,33,821,1,1,1
115,20,805,115,20,805,1,1,1
16,59,828,16,59,828,1,1,1
33,42,820,33,42,820,1,1,1
20,83,806,20,83,806,1,1,1
59,108,829,59,108,829,1,1,1
42,106,819,42,106,819,1,1,1
83,88,807,83,88,807,1,1,1
106,142,818,106,142,818,1,1,1
88,114,808,88,114,808,1,1,1
142,79,817,142,79,817,1,1,1
114,24,809,114,24,809,1,1,1
79,72,816,79,72,816,1,1,1
24,102,810,24,102,810,1,1,1
24,72,815,24,72,815,1,1,1
102,38,811,102,38,811,1,1,1
102,92,813,102,92,813,1,1,1
38,112,812,38,112,812,1,1,1
92,86,814,92,86,814,1,1,1
112,39,841,112,39,841,1,1,1
86,93,843,86,93,843,1,1,1
86,119,844,86,119,844,1,1,1
39,93,842,39,93,842,1,1,1
119,82,845,119,82,845,1,1,1
82,23,846,82,23,846,1,1,1
23,21,847,23,21,847,1,1,1
21,22,848,21,22,848,1,1,1
22,84,849,22,84,849,1,1,1
84,17,850,84,17,850,1,1,1
17,35,851,17,35,851,1,1,1
35,30,852,35,30,852,1,1,1
30,91,853,30,91,853,1,1,1
91,87,854,91,87,854,1,1,1
87,43,855,87,43,855,1,1,1
43,90,856,43,90,856,1,1,1
90,89,857,90,89,857,1,1,1
89,81,858,89,81,858,1,1,1
81,29,859,81,29,859,1,1,1
29,31,860,29,31,860,1,1,1
31,32,861,31,32,861,1,1,1
32,124,862,32,124,862,1,1,1
